ICD-10-CM Code,ICD-10-CM Code Description,CCSR Category,CCSR Category Description,Default CCSR (Y/N/X),Rationale,Key-term
F16950,"Hallucinogen use, unspecified with hallucinogen-induced psychotic disorder with delusions",MBD001,Schizophrenia spectrum and other psychotic disorders,N,10 Substance use disorders,Delusions
F16950,"Hallucinogen use, unspecified with hallucinogen-induced psychotic disorder with delusions",MBD022,Hallucinogen-related disorders,Y,10 Substance use disorders,Delusions
F18150,Inhalant abuse with inhalant-induced psychotic disorder with delusions,MBD001,Schizophrenia spectrum and other psychotic disorders,N,10 Substance use disorders,Delusions
F18150,Inhalant abuse with inhalant-induced psychotic disorder with delusions,MBD023,Inhalant-related disorders,Y,10 Substance use disorders,Delusions
F18250,Inhalant dependence with inhalant-induced psychotic disorder with delusions,MBD001,Schizophrenia spectrum and other psychotic disorders,N,10 Substance use disorders,Delusions
F18250,Inhalant dependence with inhalant-induced psychotic disorder with delusions,MBD023,Inhalant-related disorders,Y,10 Substance use disorders,Delusions
F18950,"Inhalant use, unspecified with inhalant-induced psychotic disorder with delusions",MBD001,Schizophrenia spectrum and other psychotic disorders,N,10 Substance use disorders,Delusions
F18950,"Inhalant use, unspecified with inhalant-induced psychotic disorder with delusions",MBD023,Inhalant-related disorders,Y,10 Substance use disorders,Delusions
F19150,Other psychoactive substance abuse with psychoactive substance-induced psychotic disorder with delusions,MBD001,Schizophrenia spectrum and other psychotic disorders,N,10 Substance use disorders,Delusions
F19150,Other psychoactive substance abuse with psychoactive substance-induced psychotic disorder with delusions,MBD025,Other specified substance-related disorders,Y,10 Substance use disorders,Delusions
F19250,Other psychoactive substance dependence with psychoactive substance-induced psychotic disorder with delusions,MBD001,Schizophrenia spectrum and other psychotic disorders,N,10 Substance use disorders,Delusions
F19250,Other psychoactive substance dependence with psychoactive substance-induced psychotic disorder with delusions,MBD025,Other specified substance-related disorders,Y,10 Substance use disorders,Delusions
F19950,"Other psychoactive substance use, unspecified with psychoactive substance-induced psychotic disorder with delusions",MBD001,Schizophrenia spectrum and other psychotic disorders,N,10 Substance use disorders,Delusions
F19950,"Other psychoactive substance use, unspecified with psychoactive substance-induced psychotic disorder with delusions",MBD025,Other specified substance-related disorders,Y,10 Substance use disorders,Delusions
F10151,Alcohol abuse with alcohol-induced psychotic disorder with hallucinations,MBD001,Schizophrenia spectrum and other psychotic disorders,N,10 Substance use disorders,hallucinations
F10151,Alcohol abuse with alcohol-induced psychotic disorder with hallucinations,MBD017,Alcohol-related disorders,Y,10 Substance use disorders,hallucinations
F10251,Alcohol dependence with alcohol-induced psychotic disorder with hallucinations,MBD001,Schizophrenia spectrum and other psychotic disorders,N,10 Substance use disorders,hallucinations
F10251,Alcohol dependence with alcohol-induced psychotic disorder with hallucinations,MBD017,Alcohol-related disorders,Y,10 Substance use disorders,hallucinations
F10951,"Alcohol use, unspecified with alcohol-induced psychotic disorder with hallucinations",MBD001,Schizophrenia spectrum and other psychotic disorders,N,10 Substance use disorders,hallucinations
F10951,"Alcohol use, unspecified with alcohol-induced psychotic disorder with hallucinations",MBD017,Alcohol-related disorders,Y,10 Substance use disorders,hallucinations
F11151,Opioid abuse with opioid-induced psychotic disorder with hallucinations,MBD001,Schizophrenia spectrum and other psychotic disorders,N,10 Substance use disorders,hallucinations
F11151,Opioid abuse with opioid-induced psychotic disorder with hallucinations,MBD018,Opioid-related disorders,Y,10 Substance use disorders,hallucinations
F11251,Opioid dependence with opioid-induced psychotic disorder with hallucinations,MBD001,Schizophrenia spectrum and other psychotic disorders,N,10 Substance use disorders,hallucinations
F11251,Opioid dependence with opioid-induced psychotic disorder with hallucinations,MBD018,Opioid-related disorders,Y,10 Substance use disorders,hallucinations
F11951,"Opioid use, unspecified with opioid-induced psychotic disorder with hallucinations",MBD001,Schizophrenia spectrum and other psychotic disorders,N,10 Substance use disorders,hallucinations
F11951,"Opioid use, unspecified with opioid-induced psychotic disorder with hallucinations",MBD018,Opioid-related disorders,Y,10 Substance use disorders,hallucinations
F12151,Cannabis abuse with psychotic disorder with hallucinations,MBD001,Schizophrenia spectrum and other psychotic disorders,N,10 Substance use disorders,hallucinations
F12151,Cannabis abuse with psychotic disorder with hallucinations,MBD019,Cannabis-related disorders,Y,10 Substance use disorders,hallucinations
F12251,Cannabis dependence with psychotic disorder with hallucinations,MBD001,Schizophrenia spectrum and other psychotic disorders,N,10 Substance use disorders,hallucinations
F12251,Cannabis dependence with psychotic disorder with hallucinations,MBD019,Cannabis-related disorders,Y,10 Substance use disorders,hallucinations
F12951,"Cannabis use, unspecified with psychotic disorder with hallucinations",MBD001,Schizophrenia spectrum and other psychotic disorders,N,10 Substance use disorders,hallucinations
F12951,"Cannabis use, unspecified with psychotic disorder with hallucinations",MBD019,Cannabis-related disorders,Y,10 Substance use disorders,hallucinations
F13151,"Sedative, hypnotic or anxiolytic abuse with sedative, hypnotic or anxiolytic-induced psychotic disorder with hallucinations",MBD001,Schizophrenia spectrum and other psychotic disorders,N,10 Substance use disorders,hallucinations
F13151,"Sedative, hypnotic or anxiolytic abuse with sedative, hypnotic or anxiolytic-induced psychotic disorder with hallucinations",MBD020,Sedative-related disorders,Y,10 Substance use disorders,hallucinations
F13251,"Sedative, hypnotic or anxiolytic dependence with sedative, hypnotic or anxiolytic-induced psychotic disorder with hallucinations",MBD001,Schizophrenia spectrum and other psychotic disorders,N,10 Substance use disorders,hallucinations
F13251,"Sedative, hypnotic or anxiolytic dependence with sedative, hypnotic or anxiolytic-induced psychotic disorder with hallucinations",MBD020,Sedative-related disorders,Y,10 Substance use disorders,hallucinations
F13951,"Sedative, hypnotic or anxiolytic use, unspecified with sedative, hypnotic or anxiolytic-induced psychotic disorder with hallucinations",MBD001,Schizophrenia spectrum and other psychotic disorders,N,10 Substance use disorders,hallucinations
F13951,"Sedative, hypnotic or anxiolytic use, unspecified with sedative, hypnotic or anxiolytic-induced psychotic disorder with hallucinations",MBD020,Sedative-related disorders,Y,10 Substance use disorders,hallucinations
F14151,Cocaine abuse with cocaine-induced psychotic disorder with hallucinations,MBD001,Schizophrenia spectrum and other psychotic disorders,N,10 Substance use disorders,hallucinations
F14151,Cocaine abuse with cocaine-induced psychotic disorder with hallucinations,MBD021,Stimulant-related disorders,Y,10 Substance use disorders,hallucinations
F14251,Cocaine dependence with cocaine-induced psychotic disorder with hallucinations,MBD001,Schizophrenia spectrum and other psychotic disorders,N,10 Substance use disorders,hallucinations
F14251,Cocaine dependence with cocaine-induced psychotic disorder with hallucinations,MBD021,Stimulant-related disorders,Y,10 Substance use disorders,hallucinations
F14951,"Cocaine use, unspecified with cocaine-induced psychotic disorder with hallucinations",MBD001,Schizophrenia spectrum and other psychotic disorders,N,10 Substance use disorders,hallucinations
F14951,"Cocaine use, unspecified with cocaine-induced psychotic disorder with hallucinations",MBD021,Stimulant-related disorders,Y,10 Substance use disorders,hallucinations
F15151,Other stimulant abuse with stimulant-induced psychotic disorder with hallucinations,MBD001,Schizophrenia spectrum and other psychotic disorders,N,10 Substance use disorders,hallucinations
F15151,Other stimulant abuse with stimulant-induced psychotic disorder with hallucinations,MBD021,Stimulant-related disorders,Y,10 Substance use disorders,hallucinations
F15251,Other stimulant dependence with stimulant-induced psychotic disorder with hallucinations,MBD001,Schizophrenia spectrum and other psychotic disorders,N,10 Substance use disorders,hallucinations
F15251,Other stimulant dependence with stimulant-induced psychotic disorder with hallucinations,MBD021,Stimulant-related disorders,Y,10 Substance use disorders,hallucinations
F15951,"Other stimulant use, unspecified with stimulant-induced psychotic disorder with hallucinations",MBD001,Schizophrenia spectrum and other psychotic disorders,N,10 Substance use disorders,hallucinations
F15951,"Other stimulant use, unspecified with stimulant-induced psychotic disorder with hallucinations",MBD021,Stimulant-related disorders,Y,10 Substance use disorders,hallucinations
F16151,Hallucinogen abuse with hallucinogen-induced psychotic disorder with hallucinations,MBD001,Schizophrenia spectrum and other psychotic disorders,N,10 Substance use disorders,hallucinations
F16151,Hallucinogen abuse with hallucinogen-induced psychotic disorder with hallucinations,MBD022,Hallucinogen-related disorders,Y,10 Substance use disorders,hallucinations
F16251,Hallucinogen dependence with hallucinogen-induced psychotic disorder with hallucinations,MBD001,Schizophrenia spectrum and other psychotic disorders,N,10 Substance use disorders,hallucinations
F16251,Hallucinogen dependence with hallucinogen-induced psychotic disorder with hallucinations,MBD022,Hallucinogen-related disorders,Y,10 Substance use disorders,hallucinations
F16951,"Hallucinogen use, unspecified with hallucinogen-induced psychotic disorder with hallucinations",MBD001,Schizophrenia spectrum and other psychotic disorders,N,10 Substance use disorders,hallucinations
F16951,"Hallucinogen use, unspecified with hallucinogen-induced psychotic disorder with hallucinations",MBD022,Hallucinogen-related disorders,Y,10 Substance use disorders,hallucinations
F18151,Inhalant abuse with inhalant-induced psychotic disorder with hallucinations,MBD001,Schizophrenia spectrum and other psychotic disorders,N,10 Substance use disorders,hallucinations
F18151,Inhalant abuse with inhalant-induced psychotic disorder with hallucinations,MBD023,Inhalant-related disorders,Y,10 Substance use disorders,hallucinations
F18251,Inhalant dependence with inhalant-induced psychotic disorder with hallucinations,MBD001,Schizophrenia spectrum and other psychotic disorders,N,10 Substance use disorders,hallucinations
F18251,Inhalant dependence with inhalant-induced psychotic disorder with hallucinations,MBD023,Inhalant-related disorders,Y,10 Substance use disorders,hallucinations
F18951,"Inhalant use, unspecified with inhalant-induced psychotic disorder with hallucinations",MBD001,Schizophrenia spectrum and other psychotic disorders,N,10 Substance use disorders,hallucinations
F18951,"Inhalant use, unspecified with inhalant-induced psychotic disorder with hallucinations",MBD023,Inhalant-related disorders,Y,10 Substance use disorders,hallucinations
F19151,Other psychoactive substance abuse with psychoactive substance-induced psychotic disorder with hallucinations,MBD001,Schizophrenia spectrum and other psychotic disorders,N,10 Substance use disorders,hallucinations
F19151,Other psychoactive substance abuse with psychoactive substance-induced psychotic disorder with hallucinations,MBD025,Other specified substance-related disorders,Y,10 Substance use disorders,hallucinations
F19251,Other psychoactive substance dependence with psychoactive substance-induced psychotic disorder with hallucinations,MBD001,Schizophrenia spectrum and other psychotic disorders,N,10 Substance use disorders,hallucinations
F19251,Other psychoactive substance dependence with psychoactive substance-induced psychotic disorder with hallucinations,MBD025,Other specified substance-related disorders,Y,10 Substance use disorders,hallucinations
F19951,"Other psychoactive substance use, unspecified with psychoactive substance-induced psychotic disorder with hallucinations",MBD001,Schizophrenia spectrum and other psychotic disorders,N,10 Substance use disorders,hallucinations
F19951,"Other psychoactive substance use, unspecified with psychoactive substance-induced psychotic disorder with hallucinations",MBD025,Other specified substance-related disorders,Y,10 Substance use disorders,hallucinations
F10230,"Alcohol dependence with withdrawal, uncomplicated",MBD017,Alcohol-related disorders,Y,0 Not Applicable,withdrawal
F10232,Alcohol dependence w withdrawal with perceptual disturbance,MBD017,Alcohol-related disorders,Y,0 Not Applicable,withdrawal
F10239,"Alcohol dependence with withdrawal, unspecified",MBD017,Alcohol-related disorders,Y,0 Not Applicable,withdrawal
F1123,Opioid dependence with withdrawal,MBD018,Opioid-related disorders,Y,0 Not Applicable,withdrawal
F1193,"Opioid use, unspecified with withdrawal",MBD018,Opioid-related disorders,Y,0 Not Applicable,withdrawal
F1223,Cannabis dependence with withdrawal,MBD019,Cannabis-related disorders,Y,0 Not Applicable,withdrawal
F1293,"Cannabis use, unspecified with withdrawal",MBD019,Cannabis-related disorders,Y,0 Not Applicable,withdrawal
F13230,"Sedatv/hyp/anxiolytc dependence w withdrawal, uncomplicated",MBD020,Sedative-related disorders,Y,0 Not Applicable,withdrawal
F13239,"Sedatv/hyp/anxiolytc dependence w withdrawal, unsp",MBD020,Sedative-related disorders,Y,0 Not Applicable,withdrawal
F13930,"Sedatv/hyp/anxiolytc use, unsp w withdrawal, uncomplicated",MBD020,Sedative-related disorders,Y,0 Not Applicable,withdrawal
F13939,"Sedatv/hyp/anxiolytc use, unsp w withdrawal, unsp",MBD020,Sedative-related disorders,Y,0 Not Applicable,withdrawal
F1423,Cocaine dependence with withdrawal,MBD021,Stimulant-related disorders,Y,0 Not Applicable,withdrawal
F1523,Other stimulant dependence with withdrawal,MBD021,Stimulant-related disorders,Y,0 Not Applicable,withdrawal
F1593,"Other stimulant use, unspecified with withdrawal",MBD021,Stimulant-related disorders,Y,0 Not Applicable,withdrawal
F17203,"Nicotine dependence unspecified, with withdrawal",MBD024,Tobacco-related disorders,Y,0 Not Applicable,withdrawal
F17213,"Nicotine dependence, cigarettes, with withdrawal",MBD024,Tobacco-related disorders,Y,0 Not Applicable,withdrawal
F17223,"Nicotine dependence, chewing tobacco, with withdrawal",MBD024,Tobacco-related disorders,Y,0 Not Applicable,withdrawal
F17293,"Nicotine dependence, other tobacco product, with withdrawal",MBD024,Tobacco-related disorders,Y,0 Not Applicable,withdrawal
F19230,"Oth psychoactive substance dependence w withdrawal, uncomp",MBD025,Other specified substance-related disorders,Y,0 Not Applicable,withdrawal
F19239,"Oth psychoactive substance dependence with withdrawal, unsp",MBD025,Other specified substance-related disorders,Y,0 Not Applicable,withdrawal
F19930,"Oth psychoactive substance use, unsp w withdrawal, uncomp",MBD025,Other specified substance-related disorders,Y,0 Not Applicable,withdrawal
F19939,"Other psychoactive substance use, unsp with withdrawal, unsp",MBD025,Other specified substance-related disorders,Y,0 Not Applicable,withdrawal
F10120,"Alcohol abuse with intoxication, uncomplicated",MBD017,Alcohol-related disorders,Y,0 Not Applicable,intoxication
F10129,"Alcohol abuse with intoxication, unspecified",MBD017,Alcohol-related disorders,Y,0 Not Applicable,intoxication
F10220,"Alcohol dependence with intoxication, uncomplicated",MBD017,Alcohol-related disorders,Y,0 Not Applicable,intoxication
F10229,"Alcohol dependence with intoxication, unspecified",MBD017,Alcohol-related disorders,Y,0 Not Applicable,intoxication
F10920,"Alcohol use, unspecified with intoxication, uncomplicated",MBD017,Alcohol-related disorders,Y,0 Not Applicable,intoxication
F10929,"Alcohol use, unspecified with intoxication, unspecified",MBD017,Alcohol-related disorders,Y,0 Not Applicable,intoxication
F11120,"Opioid abuse with intoxication, uncomplicated",MBD018,Opioid-related disorders,Y,0 Not Applicable,intoxication
F11122,Opioid abuse with intoxication with perceptual disturbance,MBD018,Opioid-related disorders,Y,0 Not Applicable,intoxication
F11129,"Opioid abuse with intoxication, unspecified",MBD018,Opioid-related disorders,Y,0 Not Applicable,intoxication
F11220,"Opioid dependence with intoxication, uncomplicated",MBD018,Opioid-related disorders,Y,0 Not Applicable,intoxication
F11222,Opioid dependence w intoxication with perceptual disturbance,MBD018,Opioid-related disorders,Y,0 Not Applicable,intoxication
F11229,"Opioid dependence with intoxication, unspecified",MBD018,Opioid-related disorders,Y,0 Not Applicable,intoxication
F11920,"Opioid use, unspecified with intoxication, uncomplicated",MBD018,Opioid-related disorders,Y,0 Not Applicable,intoxication
F11922,"Opioid use, unsp w intoxication with perceptual disturbance",MBD018,Opioid-related disorders,Y,0 Not Applicable,intoxication
F11929,"Opioid use, unspecified with intoxication, unspecified",MBD018,Opioid-related disorders,Y,0 Not Applicable,intoxication
F12120,"Cannabis abuse with intoxication, uncomplicated",MBD019,Cannabis-related disorders,Y,0 Not Applicable,intoxication
F12122,Cannabis abuse with intoxication with perceptual disturbance,MBD019,Cannabis-related disorders,Y,0 Not Applicable,intoxication
F12129,"Cannabis abuse with intoxication, unspecified",MBD019,Cannabis-related disorders,Y,0 Not Applicable,intoxication
F12220,"Cannabis dependence with intoxication, uncomplicated",MBD019,Cannabis-related disorders,Y,0 Not Applicable,intoxication
F12222,Cannabis dependence w intoxication w perceptual disturbance,MBD019,Cannabis-related disorders,Y,0 Not Applicable,intoxication
F12229,"Cannabis dependence with intoxication, unspecified",MBD019,Cannabis-related disorders,Y,0 Not Applicable,intoxication
F12920,"Cannabis use, unspecified with intoxication, uncomplicated",MBD019,Cannabis-related disorders,Y,0 Not Applicable,intoxication
F12922,"Cannabis use, unsp w intoxication w perceptual disturbance",MBD019,Cannabis-related disorders,Y,0 Not Applicable,intoxication
F12929,"Cannabis use, unspecified with intoxication, unspecified",MBD019,Cannabis-related disorders,Y,0 Not Applicable,intoxication
F13120,"Sedatv/hyp/anxiolytc abuse w intoxication, uncomplicated",MBD020,Sedative-related disorders,Y,0 Not Applicable,intoxication
F13129,"Sedative, hypnotic or anxiolytic abuse w intoxication, unsp",MBD020,Sedative-related disorders,Y,0 Not Applicable,intoxication
F13220,"Sedatv/hyp/anxiolytc dependence w intoxication, uncomp",MBD020,Sedative-related disorders,Y,0 Not Applicable,intoxication
F13229,"Sedatv/hyp/anxiolytc dependence w intoxication, unsp",MBD020,Sedative-related disorders,Y,0 Not Applicable,intoxication
F13920,"Sedatv/hyp/anxiolytc use, unsp w intoxication, uncomplicated",MBD020,Sedative-related disorders,Y,0 Not Applicable,intoxication
F13929,"Sedatv/hyp/anxiolytc use, unsp w intoxication, unsp",MBD020,Sedative-related disorders,Y,0 Not Applicable,intoxication
F14120,"Cocaine abuse with intoxication, uncomplicated",MBD021,Stimulant-related disorders,Y,0 Not Applicable,intoxication
F14122,Cocaine abuse with intoxication with perceptual disturbance,MBD021,Stimulant-related disorders,Y,0 Not Applicable,intoxication
F14129,"Cocaine abuse with intoxication, unspecified",MBD021,Stimulant-related disorders,Y,0 Not Applicable,intoxication
F14220,"Cocaine dependence with intoxication, uncomplicated",MBD021,Stimulant-related disorders,Y,0 Not Applicable,intoxication
F14222,Cocaine dependence w intoxication w perceptual disturbance,MBD021,Stimulant-related disorders,Y,0 Not Applicable,intoxication
F14229,"Cocaine dependence with intoxication, unspecified",MBD021,Stimulant-related disorders,Y,0 Not Applicable,intoxication
F14920,"Cocaine use, unspecified with intoxication, uncomplicated",MBD021,Stimulant-related disorders,Y,0 Not Applicable,intoxication
F14922,"Cocaine use, unsp w intoxication with perceptual disturbance",MBD021,Stimulant-related disorders,Y,0 Not Applicable,intoxication
F14929,"Cocaine use, unspecified with intoxication, unspecified",MBD021,Stimulant-related disorders,Y,0 Not Applicable,intoxication
F15120,"Other stimulant abuse with intoxication, uncomplicated",MBD021,Stimulant-related disorders,Y,0 Not Applicable,intoxication
F15122,Oth stimulant abuse w intoxication w perceptual disturbance,MBD021,Stimulant-related disorders,Y,0 Not Applicable,intoxication
F15129,"Other stimulant abuse with intoxication, unspecified",MBD021,Stimulant-related disorders,Y,0 Not Applicable,intoxication
F15220,"Other stimulant dependence with intoxication, uncomplicated",MBD021,Stimulant-related disorders,Y,0 Not Applicable,intoxication
F15229,"Other stimulant dependence with intoxication, unspecified",MBD021,Stimulant-related disorders,Y,0 Not Applicable,intoxication
F15920,"Other stimulant use, unsp with intoxication, uncomplicated",MBD021,Stimulant-related disorders,Y,0 Not Applicable,intoxication
F15929,"Other stimulant use, unsp with intoxication, unspecified",MBD021,Stimulant-related disorders,Y,0 Not Applicable,intoxication
F16120,"Hallucinogen abuse with intoxication, uncomplicated",MBD022,Hallucinogen-related disorders,Y,0 Not Applicable,intoxication
F16122,Hallucinogen abuse w intoxication w perceptual disturbance,MBD022,Hallucinogen-related disorders,Y,0 Not Applicable,intoxication
F16129,"Hallucinogen abuse with intoxication, unspecified",MBD022,Hallucinogen-related disorders,Y,0 Not Applicable,intoxication
F16220,"Hallucinogen dependence with intoxication, uncomplicated",MBD022,Hallucinogen-related disorders,Y,0 Not Applicable,intoxication
F16229,"Hallucinogen dependence with intoxication, unspecified",MBD022,Hallucinogen-related disorders,Y,0 Not Applicable,intoxication
F16920,"Hallucinogen use, unsp with intoxication, uncomplicated",MBD022,Hallucinogen-related disorders,Y,0 Not Applicable,intoxication
F16929,"Hallucinogen use, unspecified with intoxication, unspecified",MBD022,Hallucinogen-related disorders,Y,0 Not Applicable,intoxication
F18120,"Inhalant abuse with intoxication, uncomplicated",MBD023,Inhalant-related disorders,Y,0 Not Applicable,intoxication
F18129,"Inhalant abuse with intoxication, unspecified",MBD023,Inhalant-related disorders,Y,0 Not Applicable,intoxication
F18220,"Inhalant dependence with intoxication, uncomplicated",MBD023,Inhalant-related disorders,Y,0 Not Applicable,intoxication
F18229,"Inhalant dependence with intoxication, unspecified",MBD023,Inhalant-related disorders,Y,0 Not Applicable,intoxication
F18920,"Inhalant use, unspecified with intoxication, uncomplicated",MBD023,Inhalant-related disorders,Y,0 Not Applicable,intoxication
F18929,"Inhalant use, unspecified with intoxication, unspecified",MBD023,Inhalant-related disorders,Y,0 Not Applicable,intoxication
F19120,"Oth psychoactive substance abuse w intoxication, uncomp",MBD025,Other specified substance-related disorders,Y,0 Not Applicable,intoxication
F19129,"Other psychoactive substance abuse with intoxication, unsp",MBD025,Other specified substance-related disorders,Y,0 Not Applicable,intoxication
F19220,"Oth psychoactive substance dependence w intoxication, uncomp",MBD025,Other specified substance-related disorders,Y,0 Not Applicable,intoxication
F19229,"Oth psychoactive substance dependence w intoxication, unsp",MBD025,Other specified substance-related disorders,Y,0 Not Applicable,intoxication
F19920,"Oth psychoactive substance use, unsp w intoxication, uncomp",MBD025,Other specified substance-related disorders,Y,0 Not Applicable,intoxication
F19929,"Oth psychoactive substance use, unsp with intoxication, unsp",MBD025,Other specified substance-related disorders,Y,0 Not Applicable,intoxication
F3013,"Manic episode, severe, without psychotic symptoms",MBD003,Bipolar and related disorders,Y,0 Not Applicable,Severe symptom
F302,"Manic episode, severe with psychotic symptoms",MBD003,Bipolar and related disorders,Y,0 Not Applicable,Severe symptom
F3113,"Bipolar disord, crnt epsd manic w/o psych features, severe",MBD003,Bipolar and related disorders,Y,0 Not Applicable,Severe symptom
F312,"Bipolar disord, crnt episode manic severe w psych features",MBD003,Bipolar and related disorders,Y,0 Not Applicable,Severe symptom
F315,"Bipolar disord, crnt epsd depress, severe, w psych features",MBD003,Bipolar and related disorders,Y,0 Not Applicable,Severe symptom
F3163,"Bipolar disord, crnt epsd mixed, severe, w/o psych features",MBD003,Bipolar and related disorders,Y,0 Not Applicable,Severe symptom
F3164,"Bipolar disord, crnt episode mixed, severe, w psych features",MBD003,Bipolar and related disorders,Y,0 Not Applicable,Severe symptom
F323,"Major depressv disord, single epsd, severe w psych features",MBD002,Depressive disorders,Y,0 Not Applicable,Severe symptom
F332,"Major depressv disorder, recurrent severe w/o psych features",MBD002,Depressive disorders,Y,0 Not Applicable,Severe symptom
F333,"Major depressv disorder, recurrent, severe w psych symptoms",MBD002,Depressive disorders,Y,0 Not Applicable,Severe symptom
F438,Other reactions to severe stress,MBD007,Trauma- and stressor-related disorders,Y,0 Not Applicable,Severe symptom
F439,"Reaction to severe stress, unspecified",MBD007,Trauma- and stressor-related disorders,Y,0 Not Applicable,Severe symptom
F13232,Sedatv/hyp/anxiolytc depend w w/drawal w perceptual disturb,MBD020,Sedative-related disorders,Y,0 Not Applicable,withdrawal
F13932,"Sedatv/hyp/anxiolytc use, unsp w w/drawal w perceptl disturb",MBD020,Sedative-related disorders,Y,0 Not Applicable,withdrawal
F19232,Oth psychoactv sub depend w w/drawal w perceptl disturb,MBD025,Other specified substance-related disorders,Y,0 Not Applicable,withdrawal
F19932,"Oth psychoactv sub use, unsp w w/drawal w perceptl disturb",MBD025,Other specified substance-related disorders,Y,0 Not Applicable,withdrawal
F15222,Oth stimulant dependence w intox w perceptual disturbance,MBD021,Stimulant-related disorders,Y,0 Not Applicable,intoxication
F15922,"Oth stimulant use, unsp w intox w perceptual disturbance",MBD021,Stimulant-related disorders,Y,0 Not Applicable,intoxication
F19122,Oth psychoactv substance abuse w intox w perceptual disturb,MBD025,Other specified substance-related disorders,Y,0 Not Applicable,intoxication
F19222,Oth psychoactv substance depend w intox w perceptual disturb,MBD025,Other specified substance-related disorders,Y,0 Not Applicable,intoxication
F19922,"Oth psychoactv sub use, unsp w intox w perceptl disturb",MBD025,Other specified substance-related disorders,Y,0 Not Applicable,intoxication
F445,Conversion disorder with seizures or convulsions,MBD007,Trauma- and stressor-related disorders,Y,0 Not Applicable,seizures
T621X2A,"Toxic effect of ingested berries, intentional self-harm, initial encounter",MBD012,Suicidal ideation/attempt/intentional self-harm,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T621X2D,"Toxic effect of ingested berries, intentional self-harm, subsequent encounter",MBD027,Suicide attempt/intentional self-harm; subsequent encounter,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T622X2A,"Toxic effect of other ingested (parts of) plant(s), intentional self-harm, initial encounter",MBD012,Suicidal ideation/attempt/intentional self-harm,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T622X2D,"Toxic effect of other ingested (parts of) plant(s), intentional self-harm, subsequent encounter",MBD027,Suicide attempt/intentional self-harm; subsequent encounter,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T628X2A,"Toxic effect of other specified noxious substances eaten as food, intentional self-harm, initial encounter",MBD012,Suicidal ideation/attempt/intentional self-harm,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T628X2D,"Toxic effect of other specified noxious substances eaten as food, intentional self-harm, subsequent encounter",MBD027,Suicide attempt/intentional self-harm; subsequent encounter,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T6292XA,"Toxic effect of unspecified noxious substance eaten as food, intentional self-harm, initial encounter",MBD012,Suicidal ideation/attempt/intentional self-harm,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T6292XD,"Toxic effect of unspecified noxious substance eaten as food, intentional self-harm, subsequent encounter",MBD027,Suicide attempt/intentional self-harm; subsequent encounter,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T63002A,"Toxic effect of unspecified snake venom, intentional self-harm, initial encounter",MBD012,Suicidal ideation/attempt/intentional self-harm,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T63002D,"Toxic effect of unspecified snake venom, intentional self-harm, subsequent encounter",MBD027,Suicide attempt/intentional self-harm; subsequent encounter,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T63012A,"Toxic effect of rattlesnake venom, intentional self-harm, initial encounter",MBD012,Suicidal ideation/attempt/intentional self-harm,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T63012D,"Toxic effect of rattlesnake venom, intentional self-harm, subsequent encounter",MBD027,Suicide attempt/intentional self-harm; subsequent encounter,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T63022A,"Toxic effect of coral snake venom, intentional self-harm, initial encounter",MBD012,Suicidal ideation/attempt/intentional self-harm,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T63022D,"Toxic effect of coral snake venom, intentional self-harm, subsequent encounter",MBD027,Suicide attempt/intentional self-harm; subsequent encounter,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T63032A,"Toxic effect of taipan venom, intentional self-harm, initial encounter",MBD012,Suicidal ideation/attempt/intentional self-harm,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T63032D,"Toxic effect of taipan venom, intentional self-harm, subsequent encounter",MBD027,Suicide attempt/intentional self-harm; subsequent encounter,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T63042A,"Toxic effect of cobra venom, intentional self-harm, initial encounter",MBD012,Suicidal ideation/attempt/intentional self-harm,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T63042D,"Toxic effect of cobra venom, intentional self-harm, subsequent encounter",MBD027,Suicide attempt/intentional self-harm; subsequent encounter,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T63062A,"Toxic effect of venom of other North and South American snake, intentional self-harm, initial encounter",MBD012,Suicidal ideation/attempt/intentional self-harm,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
