ICD-10-CM Code,ICD-10-CM Code Description,CCSR Category,CCSR Category Description,Default CCSR (Y/N/X),Rationale,Foreign body
W16111D,"Fall into natural body of water strk surfc cause drown, subs",EXT029,External cause codes: subsequent encounter,X,0 Invalid PDX,NULL
W16111S,"Fall into natrl body of water strk surfc cause drown, sqla",EXT030,External cause codes: sequela,X,0 Invalid PDX,NULL
W16112A,"Fall into natural body of water striking water surface causing other injury, initial encounter",EXT003,External cause codes: fall; initial encounter,X,0 Invalid PDX,NULL
W16112A,"Fall into natural body of water striking water surface causing other injury, initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",X,0 Invalid PDX,NULL
W16112D,"Fall into natrl body of water strk surfc cause oth inj, subs",EXT029,External cause codes: subsequent encounter,X,0 Invalid PDX,NULL
W16112S,"Fall into natrl body of water strk surfc cause oth inj, sqla",EXT030,External cause codes: sequela,X,0 Invalid PDX,NULL
W16121A,"Fall into natural body of water striking bottom causing drowning and submersion, initial encounter",EXT002,External cause codes: drowning/submersion; initial encounter,X,0 Invalid PDX,NULL
W16121A,"Fall into natural body of water striking bottom causing drowning and submersion, initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",X,0 Invalid PDX,NULL
W16121D,"Fall into natrl body of water strk bottom cause drown, subs",EXT029,External cause codes: subsequent encounter,X,0 Invalid PDX,NULL
W16121S,"Fall into natrl body of water strk bottom cause drown, sqla",EXT030,External cause codes: sequela,X,0 Invalid PDX,NULL
W16122A,"Fall into natural body of water striking bottom causing other injury, initial encounter",EXT003,External cause codes: fall; initial encounter,X,0 Invalid PDX,NULL
W16122A,"Fall into natural body of water striking bottom causing other injury, initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",X,0 Invalid PDX,NULL
W16122D,"Fall into natrl body of water strk botm cause oth inj, subs",EXT029,External cause codes: subsequent encounter,X,0 Invalid PDX,NULL
W16122S,"Fall into natrl body of water strk botm cause oth inj, sqla",EXT030,External cause codes: sequela,X,0 Invalid PDX,NULL
W16131A,"Fall into natural body of water striking side causing drowning and submersion, initial encounter",EXT002,External cause codes: drowning/submersion; initial encounter,X,0 Invalid PDX,NULL
W16131A,"Fall into natural body of water striking side causing drowning and submersion, initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",X,0 Invalid PDX,NULL
W16131D,"Fall into natural body of water strk side cause drown, subs",EXT029,External cause codes: subsequent encounter,X,0 Invalid PDX,NULL
W16131S,"Fall into natrl body of water strk side cause drown, sequela",EXT030,External cause codes: sequela,X,0 Invalid PDX,NULL
W16132A,"Fall into natural body of water striking side causing other injury, initial encounter",EXT003,External cause codes: fall; initial encounter,X,0 Invalid PDX,NULL
W16132A,"Fall into natural body of water striking side causing other injury, initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",X,0 Invalid PDX,NULL
W67XXXA,"Accidental drowning and submersion while in swimming-pool, initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",X,0 Invalid PDX,NULL
W67XXXD,"Accidental drown while in swimming-pool, subs",EXT029,External cause codes: subsequent encounter,X,0 Invalid PDX,NULL
W67XXXS,"Accidental drown while in swimming-pool, sequela",EXT030,External cause codes: sequela,X,0 Invalid PDX,NULL
W69XXXA,"Accidental drowning and submersion while in natural water, initial encounter",EXT002,External cause codes: drowning/submersion; initial encounter,X,0 Invalid PDX,NULL
W69XXXA,"Accidental drowning and submersion while in natural water, initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",X,0 Invalid PDX,NULL
W69XXXD,"Accidental drown while in natural water, subs",EXT029,External cause codes: subsequent encounter,X,0 Invalid PDX,NULL
W69XXXS,"Accidental drown while in natural water, sequela",EXT030,External cause codes: sequela,X,0 Invalid PDX,NULL
W73XXXA,"Other specified cause of accidental non-transport drowning and submersion, initial encounter",EXT002,External cause codes: drowning/submersion; initial encounter,X,0 Invalid PDX,NULL
W73XXXA,"Other specified cause of accidental non-transport drowning and submersion, initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",X,0 Invalid PDX,NULL
W73XXXD,"Oth cause of accidental non-transport drown, subs",EXT029,External cause codes: subsequent encounter,X,0 Invalid PDX,NULL
W73XXXS,"Oth cause of accidental non-transport drown, sequela",EXT030,External cause codes: sequela,X,0 Invalid PDX,NULL
W74XXXA,"Unspecified cause of accidental drowning and submersion, initial encounter",EXT002,External cause codes: drowning/submersion; initial encounter,X,0 Invalid PDX,NULL
W74XXXA,"Unspecified cause of accidental drowning and submersion, initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",X,0 Invalid PDX,NULL
W74XXXD,"Unsp cause of accidental drowning and submersion, subs",EXT029,External cause codes: subsequent encounter,X,0 Invalid PDX,NULL
W74XXXS,"Unsp cause of accidental drowning and submersion, sequela",EXT030,External cause codes: sequela,X,0 Invalid PDX,NULL
W85XXXA,"Exposure to electric transmission lines, initial encounter",EXT018,"External cause codes: other specified, classifiable and NEC; initial encounter",X,0 Invalid PDX,NULL
W85XXXA,"Exposure to electric transmission lines, initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",X,0 Invalid PDX,NULL
W85XXXD,"Exposure to electric transmission lines, subs encntr",EXT029,External cause codes: subsequent encounter,X,0 Invalid PDX,NULL
W85XXXS,"Exposure to electric transmission lines, sequela",EXT030,External cause codes: sequela,X,0 Invalid PDX,NULL
W860XXA,"Exposure to domestic wiring and appliances, initial encounter",EXT018,"External cause codes: other specified, classifiable and NEC; initial encounter",X,0 Invalid PDX,NULL
W860XXA,"Exposure to domestic wiring and appliances, initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",X,0 Invalid PDX,NULL
W860XXD,"Exposure to domestic wiring and appliances, subs encntr",EXT029,External cause codes: subsequent encounter,X,0 Invalid PDX,NULL
W860XXS,"Exposure to domestic wiring and appliances, sequela",EXT030,External cause codes: sequela,X,0 Invalid PDX,NULL
W861XXA,"Exposure to industrial wiring, appliances and electrical machinery, initial encounter",EXT018,"External cause codes: other specified, classifiable and NEC; initial encounter",X,0 Invalid PDX,NULL
W861XXA,"Exposure to industrial wiring, appliances and electrical machinery, initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",X,0 Invalid PDX,NULL
W861XXD,"Expsr to industr wiring, appliances & electrical mach, subs",EXT029,External cause codes: subsequent encounter,X,0 Invalid PDX,NULL
W861XXS,"Expsr to industr wiring, appliances & electrical mach, sqla",EXT030,External cause codes: sequela,X,0 Invalid PDX,NULL
W868XXA,"Exposure to other electric current, initial encounter",EXT018,"External cause codes: other specified, classifiable and NEC; initial encounter",X,0 Invalid PDX,NULL
W868XXA,"Exposure to other electric current, initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",X,0 Invalid PDX,NULL
W868XXD,"Exposure to other electric current, subsequent encounter",EXT029,External cause codes: subsequent encounter,X,0 Invalid PDX,NULL
W868XXS,"Exposure to other electric current, sequela",EXT030,External cause codes: sequela,X,0 Invalid PDX,NULL
W880XXA,"Exposure to X-rays, initial encounter",EXT018,"External cause codes: other specified, classifiable and NEC; initial encounter",X,0 Invalid PDX,NULL
W880XXA,"Exposure to X-rays, initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",X,0 Invalid PDX,NULL
W880XXD,"Exposure to X-rays, subsequent encounter",EXT029,External cause codes: subsequent encounter,X,0 Invalid PDX,NULL
W880XXS,"Exposure to X-rays, sequela",EXT030,External cause codes: sequela,X,0 Invalid PDX,NULL
W881XXA,"Exposure to radioactive isotopes, initial encounter",EXT018,"External cause codes: other specified, classifiable and NEC; initial encounter",X,0 Invalid PDX,NULL
W881XXA,"Exposure to radioactive isotopes, initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",X,0 Invalid PDX,NULL
W881XXD,"Exposure to radioactive isotopes, subsequent encounter",EXT029,External cause codes: subsequent encounter,X,0 Invalid PDX,NULL
W881XXS,"Exposure to radioactive isotopes, sequela",EXT030,External cause codes: sequela,X,0 Invalid PDX,NULL
W888XXA,"Exposure to other ionizing radiation, initial encounter",EXT018,"External cause codes: other specified, classifiable and NEC; initial encounter",X,0 Invalid PDX,NULL
W888XXA,"Exposure to other ionizing radiation, initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",X,0 Invalid PDX,NULL
W888XXD,"Exposure to other ionizing radiation, subsequent encounter",EXT029,External cause codes: subsequent encounter,X,0 Invalid PDX,NULL
W888XXS,"Exposure to other ionizing radiation, sequela",EXT030,External cause codes: sequela,X,0 Invalid PDX,NULL
W890XXA,"Exposure to welding light (arc), initial encounter",EXT018,"External cause codes: other specified, classifiable and NEC; initial encounter",X,0 Invalid PDX,NULL
W890XXA,"Exposure to welding light (arc), initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",X,0 Invalid PDX,NULL
W890XXD,"Exposure to welding light (arc), subsequent encounter",EXT029,External cause codes: subsequent encounter,X,0 Invalid PDX,NULL
W890XXS,"Exposure to welding light (arc), sequela",EXT030,External cause codes: sequela,X,0 Invalid PDX,NULL
W891XXA,"Exposure to tanning bed, initial encounter",EXT018,"External cause codes: other specified, classifiable and NEC; initial encounter",X,0 Invalid PDX,NULL
W891XXA,"Exposure to tanning bed, initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",X,0 Invalid PDX,NULL
W891XXD,"Exposure to tanning bed, subsequent encounter",EXT029,External cause codes: subsequent encounter,X,0 Invalid PDX,NULL
W891XXS,"Exposure to tanning bed, sequela",EXT030,External cause codes: sequela,X,0 Invalid PDX,NULL
W898XXA,"Exposure to other man-made visible and ultraviolet light, initial encounter",EXT018,"External cause codes: other specified, classifiable and NEC; initial encounter",X,0 Invalid PDX,NULL
W898XXA,"Exposure to other man-made visible and ultraviolet light, initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",X,0 Invalid PDX,NULL
W898XXD,"Exposure to oth man-made visible and ultraviolet light, subs",EXT029,External cause codes: subsequent encounter,X,0 Invalid PDX,NULL
W898XXS,"Expsr to oth man-made visible and ultraviolet light, sequela",EXT030,External cause codes: sequela,X,0 Invalid PDX,NULL
W899XXA,"Exposure to unspecified man-made visible and ultraviolet light, initial encounter",EXT018,"External cause codes: other specified, classifiable and NEC; initial encounter",X,0 Invalid PDX,NULL
W899XXA,"Exposure to unspecified man-made visible and ultraviolet light, initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",X,0 Invalid PDX,NULL
W899XXD,"Expsr to unsp man-made visible and ultraviolet light, subs",EXT029,External cause codes: subsequent encounter,X,0 Invalid PDX,NULL
W899XXS,"Expsr to unsp man-made visible and ultraviolet light, sqla",EXT030,External cause codes: sequela,X,0 Invalid PDX,NULL
W900XXA,"Exposure to radiofrequency, initial encounter",EXT018,"External cause codes: other specified, classifiable and NEC; initial encounter",X,0 Invalid PDX,NULL
W900XXA,"Exposure to radiofrequency, initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",X,0 Invalid PDX,NULL
W900XXD,"Exposure to radiofrequency, subsequent encounter",EXT029,External cause codes: subsequent encounter,X,0 Invalid PDX,NULL
W900XXS,"Exposure to radiofrequency, sequela",EXT030,External cause codes: sequela,X,0 Invalid PDX,NULL
W901XXA,"Exposure to infrared radiation, initial encounter",EXT018,"External cause codes: other specified, classifiable and NEC; initial encounter",X,0 Invalid PDX,NULL
W901XXA,"Exposure to infrared radiation, initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",X,0 Invalid PDX,NULL
W901XXD,"Exposure to infrared radiation, subsequent encounter",EXT029,External cause codes: subsequent encounter,X,0 Invalid PDX,NULL
W901XXS,"Exposure to infrared radiation, sequela",EXT030,External cause codes: sequela,X,0 Invalid PDX,NULL
W902XXA,"Exposure to laser radiation, initial encounter",EXT018,"External cause codes: other specified, classifiable and NEC; initial encounter",X,0 Invalid PDX,NULL
W902XXA,"Exposure to laser radiation, initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",X,0 Invalid PDX,NULL
W902XXD,"Exposure to laser radiation, subsequent encounter",EXT029,External cause codes: subsequent encounter,X,0 Invalid PDX,NULL
W902XXS,"Exposure to laser radiation, sequela",EXT030,External cause codes: sequela,X,0 Invalid PDX,NULL
W908XXA,"Exposure to other nonionizing radiation, initial encounter",EXT018,"External cause codes: other specified, classifiable and NEC; initial encounter",X,0 Invalid PDX,NULL
W908XXA,"Exposure to other nonionizing radiation, initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",X,0 Invalid PDX,NULL
W908XXD,"Exposure to other nonionizing radiation, subs encntr",EXT029,External cause codes: subsequent encounter,X,0 Invalid PDX,NULL
W908XXS,"Exposure to other nonionizing radiation, sequela",EXT030,External cause codes: sequela,X,0 Invalid PDX,NULL
W92XXXA,"Exposure to excessive heat of man-made origin, initial encounter",EXT011,External cause codes: natural/environment; initial encounter,X,0 Invalid PDX,NULL
W92XXXA,"Exposure to excessive heat of man-made origin, initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",X,0 Invalid PDX,NULL
W92XXXD,"Exposure to excessive heat of man-made origin, subs encntr",EXT029,External cause codes: subsequent encounter,X,0 Invalid PDX,NULL
W92XXXS,"Exposure to excessive heat of man-made origin, sequela",EXT030,External cause codes: sequela,X,0 Invalid PDX,NULL
W9301XA,"Contact with dry ice, initial encounter",EXT011,External cause codes: natural/environment; initial encounter,X,0 Invalid PDX,NULL
W9301XA,"Contact with dry ice, initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",X,0 Invalid PDX,NULL
W9301XD,"Contact with dry ice, subsequent encounter",EXT029,External cause codes: subsequent encounter,X,0 Invalid PDX,NULL
W9301XS,"Contact with dry ice, sequela",EXT030,External cause codes: sequela,X,0 Invalid PDX,NULL
W9302XA,"Inhalation of dry ice, initial encounter",EXT011,External cause codes: natural/environment; initial encounter,X,0 Invalid PDX,NULL
W9302XA,"Inhalation of dry ice, initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",X,0 Invalid PDX,NULL
W9302XD,"Inhalation of dry ice, subsequent encounter",EXT029,External cause codes: subsequent encounter,X,0 Invalid PDX,NULL
W9302XS,"Inhalation of dry ice, sequela",EXT030,External cause codes: sequela,X,0 Invalid PDX,NULL
W9311XA,"Contact with liquid air, initial encounter",EXT011,External cause codes: natural/environment; initial encounter,X,0 Invalid PDX,NULL
W9311XA,"Contact with liquid air, initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",X,0 Invalid PDX,NULL
W9311XD,"Contact with liquid air, subsequent encounter",EXT029,External cause codes: subsequent encounter,X,0 Invalid PDX,NULL
W9311XS,"Contact with liquid air, sequela",EXT030,External cause codes: sequela,X,0 Invalid PDX,NULL
W9312XA,"Inhalation of liquid air, initial encounter",EXT011,External cause codes: natural/environment; initial encounter,X,0 Invalid PDX,NULL
W9312XA,"Inhalation of liquid air, initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",X,0 Invalid PDX,NULL
W9312XD,"Inhalation of liquid air, subsequent encounter",EXT029,External cause codes: subsequent encounter,X,0 Invalid PDX,NULL
W9312XS,"Inhalation of liquid air, sequela",EXT030,External cause codes: sequela,X,0 Invalid PDX,NULL
W932XXA,"Prolonged exposure in deep freeze unit or refrigerator, initial encounter",EXT011,External cause codes: natural/environment; initial encounter,X,0 Invalid PDX,NULL
W932XXA,"Prolonged exposure in deep freeze unit or refrigerator, initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",X,0 Invalid PDX,NULL
W932XXD,"Prolonged exposure in deep freeze unit or refrigerator, subs",EXT029,External cause codes: subsequent encounter,X,0 Invalid PDX,NULL
W932XXS,"Prolonged exposure in deep freeze unit or refrig, sequela",EXT030,External cause codes: sequela,X,0 Invalid PDX,NULL
W938XXA,"Exposure to other excessive cold of man-made origin, initial encounter",EXT011,External cause codes: natural/environment; initial encounter,X,0 Invalid PDX,NULL
W938XXA,"Exposure to other excessive cold of man-made origin, initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",X,0 Invalid PDX,NULL
W938XXD,"Exposure to oth excessive cold of man-made origin, subs",EXT029,External cause codes: subsequent encounter,X,0 Invalid PDX,NULL
W938XXS,"Exposure to other excessive cold of man-made origin, sequela",EXT030,External cause codes: sequela,X,0 Invalid PDX,NULL
W940XXA,"Exposure to prolonged high air pressure, initial encounter",EXT011,External cause codes: natural/environment; initial encounter,X,0 Invalid PDX,NULL
W940XXA,"Exposure to prolonged high air pressure, initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",X,0 Invalid PDX,NULL
W940XXD,"Exposure to prolonged high air pressure, subs encntr",EXT029,External cause codes: subsequent encounter,X,0 Invalid PDX,NULL
W940XXS,"Exposure to prolonged high air pressure, sequela",EXT030,External cause codes: sequela,X,0 Invalid PDX,NULL
W9411XA,"Exposure to residence or prolonged visit at high altitude, initial encounter",EXT011,External cause codes: natural/environment; initial encounter,X,0 Invalid PDX,NULL
W9411XA,"Exposure to residence or prolonged visit at high altitude, initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",X,0 Invalid PDX,NULL
W9411XD,"Expsr to resdnce or prolonged visit at high altitude, subs",EXT029,External cause codes: subsequent encounter,X,0 Invalid PDX,NULL
W9411XS,"Expsr to resdnce or prolonged visit at high altitude, sqla",EXT030,External cause codes: sequela,X,0 Invalid PDX,NULL
W9412XA,"Exposure to other prolonged low air pressure, initial encounter",EXT011,External cause codes: natural/environment; initial encounter,X,0 Invalid PDX,NULL
W9412XA,"Exposure to other prolonged low air pressure, initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",X,0 Invalid PDX,NULL
W9412XD,"Exposure to other prolonged low air pressure, subs encntr",EXT029,External cause codes: subsequent encounter,X,0 Invalid PDX,NULL
W9412XS,"Exposure to other prolonged low air pressure, sequela",EXT030,External cause codes: sequela,X,0 Invalid PDX,NULL
W9421XA,"Exposure to reduction in atmospheric pressure while surfacing from deep-water diving, initial encounter",EXT011,External cause codes: natural/environment; initial encounter,X,0 Invalid PDX,NULL
W9421XA,"Exposure to reduction in atmospheric pressure while surfacing from deep-water diving, initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",X,0 Invalid PDX,NULL
W9421XD,"Expsr to rdct in atmos pressr wh surfc fr dp-watr div, subs",EXT029,External cause codes: subsequent encounter,X,0 Invalid PDX,NULL
W9421XS,"Expsr to rdct in atmos pressr wh surfc fr dp-watr div, sqla",EXT030,External cause codes: sequela,X,0 Invalid PDX,NULL
W9422XA,"Exposure to reduction in atmospheric pressure while surfacing from underground, initial encounter",EXT011,External cause codes: natural/environment; initial encounter,X,0 Invalid PDX,NULL
W9422XA,"Exposure to reduction in atmospheric pressure while surfacing from underground, initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",X,0 Invalid PDX,NULL
W9422XD,"Expsr to rdct in atmos pressr wh surfc fr underground, subs",EXT029,External cause codes: subsequent encounter,X,0 Invalid PDX,NULL
W9422XS,"Expsr to rdct in atmos pressr wh surfc fr underground, sqla",EXT030,External cause codes: sequela,X,0 Invalid PDX,NULL
W9423XA,"Exposure to sudden change in air pressure in aircraft during ascent, initial encounter",EXT011,External cause codes: natural/environment; initial encounter,X,0 Invalid PDX,NULL
W9423XA,"Exposure to sudden change in air pressure in aircraft during ascent, initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",X,0 Invalid PDX,NULL
W9423XD,"Expsr to chng in air pressure in arcrft during ascent, subs",EXT029,External cause codes: subsequent encounter,X,0 Invalid PDX,NULL
W9423XS,"Expsr to chng in air pressr in arcrft during ascent, sequela",EXT030,External cause codes: sequela,X,0 Invalid PDX,NULL
W9429XA,"Exposure to other rapid changes in air pressure during ascent, initial encounter",EXT011,External cause codes: natural/environment; initial encounter,X,0 Invalid PDX,NULL
W9429XA,"Exposure to other rapid changes in air pressure during ascent, initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",X,0 Invalid PDX,NULL
W9429XD,"Expsr to oth rapid changes in air pressr during ascent, subs",EXT029,External cause codes: subsequent encounter,X,0 Invalid PDX,NULL
W9429XS,"Expsr to oth rapid changes in air pressr during ascent, sqla",EXT030,External cause codes: sequela,X,0 Invalid PDX,NULL
W9431XA,"Exposure to sudden change in air pressure in aircraft during ascent or descent, initial encounter",EXT011,External cause codes: natural/environment; initial encounter,X,0 Invalid PDX,NULL
W9431XA,"Exposure to sudden change in air pressure in aircraft during ascent or descent, initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",X,0 Invalid PDX,NULL
W9431XD,"Expsr to chng in air pressure in arcrft during descent, subs",EXT029,External cause codes: subsequent encounter,X,0 Invalid PDX,NULL
W9431XS,"Expsr to chng in air pressr in arcrft during descent, sqla",EXT030,External cause codes: sequela,X,0 Invalid PDX,NULL
W9432XA,"Exposure to high air pressure from rapid descent in water, initial encounter",EXT011,External cause codes: natural/environment; initial encounter,X,0 Invalid PDX,NULL
W9432XA,"Exposure to high air pressure from rapid descent in water, initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",X,0 Invalid PDX,NULL
W9432XD,"Expsr to high air pressure from rapid descent in water, subs",EXT029,External cause codes: subsequent encounter,X,0 Invalid PDX,NULL
W9432XS,"Expsr to high air pressr from rapid descent in water, sqla",EXT030,External cause codes: sequela,X,0 Invalid PDX,NULL
W9439XA,"Exposure to other rapid changes in air pressure during descent, initial encounter",EXT011,External cause codes: natural/environment; initial encounter,X,0 Invalid PDX,NULL
W9439XA,"Exposure to other rapid changes in air pressure during descent, initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",X,0 Invalid PDX,NULL
W9439XD,"Expsr to oth rapid changes in air pressr dur descent, subs",EXT029,External cause codes: subsequent encounter,X,0 Invalid PDX,NULL
W9439XS,"Expsr to oth rapid changes in air pressr dur descent, sqla",EXT030,External cause codes: sequela,X,0 Invalid PDX,NULL
W99XXXA,"Exposure to other man-made environmental factors, initial encounter",EXT011,External cause codes: natural/environment; initial encounter,X,0 Invalid PDX,NULL
W99XXXA,"Exposure to other man-made environmental factors, initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",X,0 Invalid PDX,NULL
W99XXXD,"Exposure to oth man-made environmental factors, subs encntr",EXT029,External cause codes: subsequent encounter,X,0 Invalid PDX,NULL
W99XXXS,"Exposure to other man-made environmental factors, sequela",EXT030,External cause codes: sequela,X,0 Invalid PDX,NULL
X000XXA,"Exposure to flames in uncontrolled fire in building or structure, initial encounter",EXT004,External cause codes: fire/burn; initial encounter,X,0 Invalid PDX,NULL
X000XXA,"Exposure to flames in uncontrolled fire in building or structure, initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",X,0 Invalid PDX,NULL
X000XXD,"Exposure to flames in uncontrolled fire in bldg, subs",EXT029,External cause codes: subsequent encounter,X,0 Invalid PDX,NULL
X000XXS,"Exposure to flames in uncontrolled fire in bldg, sequela",EXT030,External cause codes: sequela,X,0 Invalid PDX,NULL
X001XXA,"Exposure to smoke in uncontrolled fire in building or structure, initial encounter",EXT004,External cause codes: fire/burn; initial encounter,X,0 Invalid PDX,NULL
X001XXA,"Exposure to smoke in uncontrolled fire in building or structure, initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",X,0 Invalid PDX,NULL
X001XXD,"Exposure to smoke in uncontrolled fire in bldg, subs",EXT029,External cause codes: subsequent encounter,Y,0 Not Applicable,NULL
X001XXS,"Exposure to smoke in uncontrolled fire in bldg, sequela",EXT030,External cause codes: sequela,Y,0 Not Applicable,NULL
X002XXA,"Injury due to collapse of burning building or structure in uncontrolled fire, initial encounter",EXT004,External cause codes: fire/burn; initial encounter,X,0 Invalid PDX,NULL
X002XXA,"Injury due to collapse of burning building or structure in uncontrolled fire, initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",X,0 Invalid PDX,NULL
X002XXD,"Injury due to collapse of burn bldg in uncntrld fire, subs",EXT029,External cause codes: subsequent encounter,Y,0 Not Applicable,NULL
X002XXS,"Injury due to collapse of burn bldg in uncntrld fire, sqla",EXT030,External cause codes: sequela,Y,0 Not Applicable,NULL
X003XXA,"Fall from burning building or structure in uncontrolled fire, initial encounter",EXT004,External cause codes: fire/burn; initial encounter,X,0 Invalid PDX,NULL
X003XXA,"Fall from burning building or structure in uncontrolled fire, initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",X,0 Invalid PDX,NULL
X003XXD,"Fall from burning bldg in uncontrolled fire, subs",EXT029,External cause codes: subsequent encounter,Y,0 Not Applicable,NULL
X003XXS,"Fall from burning bldg in uncontrolled fire, sequela",EXT030,External cause codes: sequela,Y,0 Not Applicable,NULL
X004XXA,"Hit by object from burning building or structure in uncontrolled fire, initial encounter",EXT004,External cause codes: fire/burn; initial encounter,X,0 Invalid PDX,NULL
X004XXA,"Hit by object from burning building or structure in uncontrolled fire, initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",X,0 Invalid PDX,NULL
X004XXD,"Hit by object from burning bldg in uncontrolled fire, subs",EXT029,External cause codes: subsequent encounter,Y,0 Not Applicable,NULL
X004XXS,"Hit by object from burning bldg in uncntrld fire, sequela",EXT030,External cause codes: sequela,Y,0 Not Applicable,NULL
X005XXA,"Jump from burning building or structure in uncontrolled fire, initial encounter",EXT004,External cause codes: fire/burn; initial encounter,X,0 Invalid PDX,NULL
X005XXA,"Jump from burning building or structure in uncontrolled fire, initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",X,0 Invalid PDX,NULL
X005XXD,"Jump from burning bldg in uncontrolled fire, subs",EXT029,External cause codes: subsequent encounter,Y,0 Not Applicable,NULL
X005XXS,"Jump from burning bldg in uncontrolled fire, sequela",EXT030,External cause codes: sequela,Y,0 Not Applicable,NULL
X008XXA,"Other exposure to uncontrolled fire in building or structure, initial encounter",EXT004,External cause codes: fire/burn; initial encounter,X,0 Invalid PDX,NULL
X008XXA,"Other exposure to uncontrolled fire in building or structure, initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",X,0 Invalid PDX,NULL
X008XXD,"Oth exposure to uncontrolled fire in bldg, subs",EXT029,External cause codes: subsequent encounter,Y,0 Not Applicable,NULL
X008XXS,"Oth exposure to uncontrolled fire in bldg, sequela",EXT030,External cause codes: sequela,Y,0 Not Applicable,NULL
X010XXA,"Exposure to flames in uncontrolled fire, not in building or structure, initial encounter",EXT004,External cause codes: fire/burn; initial encounter,X,0 Invalid PDX,NULL
X010XXA,"Exposure to flames in uncontrolled fire, not in building or structure, initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",X,0 Invalid PDX,NULL
X010XXD,"Exposure to flames in uncontrolled fire, not in bldg, subs",EXT029,External cause codes: subsequent encounter,Y,0 Not Applicable,NULL
X010XXS,"Exposure to flames in uncntrld fire, not in bldg, sequela",EXT030,External cause codes: sequela,Y,0 Not Applicable,NULL
X011XXA,"Exposure to smoke in uncontrolled fire, not in building or structure, initial encounter",EXT004,External cause codes: fire/burn; initial encounter,X,0 Invalid PDX,NULL
X011XXA,"Exposure to smoke in uncontrolled fire, not in building or structure, initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",X,0 Invalid PDX,NULL
X011XXD,"Exposure to smoke in uncontrolled fire, not in bldg, subs",EXT029,External cause codes: subsequent encounter,Y,0 Not Applicable,NULL
X011XXS,"Exposure to smoke in uncontrolled fire, not in bldg, sequela",EXT030,External cause codes: sequela,Y,0 Not Applicable,NULL
X013XXA,"Fall due to uncontrolled fire, not in building or structure, initial encounter",EXT004,External cause codes: fire/burn; initial encounter,X,0 Invalid PDX,NULL
X013XXA,"Fall due to uncontrolled fire, not in building or structure, initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",X,0 Invalid PDX,NULL
