ICD-10-CM Code,ICD-10-CM Code Description,CCSR Category,CCSR Category Description,Default CCSR (Y/N/X),Rationale,Comment
F07H2FZ,Coord/Dexterity Trmt Integu Body w Assist Equip,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07H2UZ,Coord/Dexterity Treatment of Integu Body using Prosthesis,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07H2YZ,Coord/Dexterity Treatment of Integu Body using Oth Equip,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07H2ZZ,Coordination/Dexterity Treatment of Integu Body,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07H3EZ,Motor Function Treatment of Integu Body using Orthosis,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07H3FZ,Motor Functn Treatment of Integu Body using Assist Equipment,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07H3UZ,Motor Function Treatment of Integu Body using Prosthesis,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07H3YZ,Motor Function Treatment of Integu Body using Oth Equip,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07H3ZZ,Motor Function Treatment of Integu Body,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07H6BZ,Exercise Treatment of Integu Body using Physical Agent,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07H6CZ,Exercise Treatment of Integu Body using Mech Equipment,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07H6DZ,Exercise Trmt Integu Body w Electrotherap Equip,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07H6EZ,Therapeutic Exercise Treatment of Integu Body using Orthosis,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07H6FZ,Exercise Treatment of Integu Body using Assist Equipment,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07H6GZ,Exercise Treatment of Integu Body using Aerobic Equipment,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07H6HZ,Exercise Trmt Integu Body w Mech/Electromech Equip,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07H6UZ,Exercise Treatment of Integu Body using Prosthesis,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07H6YZ,Exercise Treatment of Integu Body using Oth Equip,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07H6ZZ,Therapeutic Exercise Treatment of Integu Body,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07H7ZZ,Manual Therapy Techniques Treatment of Integu Body,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07J0EZ,"ROM & Jt Mobility Trmt Musculosk Head, Neck w Orthosis",NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07J0FZ,"ROM & Jt Mobility Trmt Musculosk Head, Neck w Assist Equip",NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07J0UZ,"ROM & Jt Mobility Trmt Musculosk Head, Neck w Prosthesis",NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07J0YZ,"ROM & Jt Mobility Trmt Musculosk Head, Neck w Oth Equip",NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07J0ZZ,"ROM & Jt Mobility Treatment of Musculosk Head, Neck",NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07J1EZ,"Muscle Perform Trmt Musculosk Head, Neck w Orthosis",NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07J1FZ,"Muscle Perform Trmt Musculosk Head, Neck w Assist Equip",NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07J1UZ,"Muscle Perform Trmt Musculosk Head, Neck w Prosthesis",NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07J1YZ,"Muscle Perform Trmt Musculosk Head, Neck w Oth Equip",NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07J1ZZ,"Muscle Performance Treatment of Musculosk Head, Neck",NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07J2EZ,"Coord/Dexterity Trmt Musculosk Head, Neck w Orthosis",NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07J2FZ,"Coord/Dexterity Trmt Musculosk Head, Neck w Assist Equip",NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07J2UZ,"Coord/Dexterity Trmt Musculosk Head, Neck w Prosthesis",NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07J2YZ,"Coord/Dexterity Trmt Musculosk Head, Neck w Oth Equip",NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07J2ZZ,"Coordination/Dexterity Treatment of Musculosk Head, Neck",NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07J3EZ,"Motor Functn Trmt Musculosk Head, Neck w Orthosis",NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07J3FZ,"Motor Functn Trmt Musculosk Head, Neck w Assist Equip",NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07J3UZ,"Motor Functn Trmt Musculosk Head, Neck w Prosthesis",NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07J3YZ,"Motor Functn Trmt Musculosk Head, Neck w Oth Equip",NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07J3ZZ,"Motor Function Treatment of Musculosk Head, Neck",NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07J6BZ,"Exercise Trmt Musculosk Head, Neck w Physical Agent",NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07J6CZ,"Exercise Trmt Musculosk Head, Neck w Mech Equip",NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07J6DZ,"Exercise Trmt Musculosk Head, Neck w Electrotherap Equip",NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07J6EZ,"Exercise Treatment of Musculosk Head, Neck using Orthosis",NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07J6FZ,"Exercise Trmt Musculosk Head, Neck w Assist Equip",NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07J6GZ,"Exercise Trmt Musculosk Head, Neck w Aerobic Equip",NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07J6HZ,"Exercise Trmt Musculosk Head, Neck w Mech/Electromech Equip",NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07J6UZ,"Exercise Treatment of Musculosk Head, Neck using Prosthesis",NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07J6YZ,"Exercise Treatment of Musculosk Head, Neck using Oth Equip",NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07J6ZZ,"Therapeutic Exercise Treatment of Musculosk Head, Neck",NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07J7ZZ,"Manual Therapy Techniques Treatment of Musculosk Head, Neck",NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07K0EZ,ROM & Jt Mobility Trmt Musculosk Up Back/UE w Orthosis,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07K0FZ,ROM & Jt Mobility Trmt Musculosk Up Back/UE w Assist Equip,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07K0UZ,ROM & Jt Mobility Trmt Musculosk Up Back/UE w Prosthesis,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07K0YZ,ROM & Jt Mobility Trmt Musculosk Up Back/UE w Oth Equip,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07K0ZZ,ROM & Jt Mobility Treatment of Musculosk Up Back/UE,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07K1EZ,Muscle Perform Trmt Musculosk Up Back/UE w Orthosis,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07K1FZ,Muscle Perform Trmt Musculosk Up Back/UE w Assist Equip,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07K1UZ,Muscle Perform Trmt Musculosk Up Back/UE w Prosthesis,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07K1YZ,Muscle Perform Trmt Musculosk Up Back/UE w Oth Equip,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07K1ZZ,Muscle Performance Treatment of Musculosk Up Back/UE,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07K2EZ,Coord/Dexterity Trmt Musculosk Up Back/UE w Orthosis,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07K2FZ,Coord/Dexterity Trmt Musculosk Up Back/UE w Assist Equip,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07K2UZ,Coord/Dexterity Trmt Musculosk Up Back/UE w Prosthesis,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07K2YZ,Coord/Dexterity Trmt Musculosk Up Back/UE w Oth Equip,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07K2ZZ,Coordination/Dexterity Treatment of Musculosk Up Back/UE,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07K3EZ,Motor Functn Trmt Musculosk Up Back/UE w Orthosis,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07K3FZ,Motor Functn Trmt Musculosk Up Back/UE w Assist Equip,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07K3UZ,Motor Functn Trmt Musculosk Up Back/UE w Prosthesis,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07K3YZ,Motor Functn Trmt Musculosk Up Back/UE w Oth Equip,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07K3ZZ,Motor Function Treatment of Musculosk Up Back/UE,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07K6BZ,Exercise Trmt Musculosk Up Back/UE w Physical Agent,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07K6CZ,Exercise Trmt Musculosk Up Back/UE w Mech Equip,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07K6DZ,Exercise Trmt Musculosk Up Back/UE w Electrotherap Equip,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07K6EZ,Exercise Treatment of Musculosk Up Back/UE using Orthosis,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07K6FZ,Exercise Trmt Musculosk Up Back/UE w Assist Equip,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07K6GZ,Exercise Trmt Musculosk Up Back/UE w Aerobic Equip,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07K6HZ,Exercise Trmt Musculosk Up Back/UE w Mech/Electromech Equip,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07K6UZ,Exercise Treatment of Musculosk Up Back/UE using Prosthesis,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07K6YZ,Exercise Treatment of Musculosk Up Back/UE using Oth Equip,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07K6ZZ,Therapeutic Exercise Treatment of Musculosk Up Back/UE,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07K7ZZ,Manual Therapy Techniques Treatment of Musculosk Up Back/UE,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07L0EZ,ROM & Jt Mobility Trmt Musculosk Low Back/LE w Orthosis,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07L0FZ,ROM & Jt Mobility Trmt Musculosk Low Back/LE w Assist Equip,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07L0UZ,ROM & Jt Mobility Trmt Musculosk Low Back/LE w Prosthesis,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07L0YZ,ROM & Jt Mobility Trmt Musculosk Low Back/LE w Oth Equip,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07L0ZZ,ROM & Jt Mobility Treatment of Musculosk Low Back/LE,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07L1EZ,Muscle Perform Trmt Musculosk Low Back/LE w Orthosis,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07L1FZ,Muscle Perform Trmt Musculosk Low Back/LE w Assist Equip,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07L1UZ,Muscle Perform Trmt Musculosk Low Back/LE w Prosthesis,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07L1YZ,Muscle Perform Trmt Musculosk Low Back/LE w Oth Equip,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07L1ZZ,Muscle Performance Treatment of Musculosk Low Back/LE,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07L2EZ,Coord/Dexterity Trmt Musculosk Low Back/LE w Orthosis,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07L2FZ,Coord/Dexterity Trmt Musculosk Low Back/LE w Assist Equip,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07L2UZ,Coord/Dexterity Trmt Musculosk Low Back/LE w Prosthesis,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07L2YZ,Coord/Dexterity Trmt Musculosk Low Back/LE w Oth Equip,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07L2ZZ,Coordination/Dexterity Treatment of Musculosk Low Back/LE,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07L3EZ,Motor Functn Trmt Musculosk Low Back/LE w Orthosis,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07L3FZ,Motor Functn Trmt Musculosk Low Back/LE w Assist Equip,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07L3UZ,Motor Functn Trmt Musculosk Low Back/LE w Prosthesis,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07L3YZ,Motor Functn Trmt Musculosk Low Back/LE w Oth Equip,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07L3ZZ,Motor Function Treatment of Musculosk Low Back/LE,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07L6BZ,Exercise Trmt Musculosk Low Back/LE w Physical Agent,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07L6CZ,Exercise Trmt Musculosk Low Back/LE w Mech Equip,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07L6DZ,Exercise Trmt Musculosk Low Back/LE w Electrotherap Equip,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07L6EZ,Exercise Treatment of Musculosk Low Back/LE using Orthosis,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07L6FZ,Exercise Trmt Musculosk Low Back/LE w Assist Equip,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07L6GZ,Exercise Trmt Musculosk Low Back/LE w Aerobic Equip,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07L6HZ,Exercise Trmt Musculosk Low Back/LE w Mech/Electromech Equip,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07L6UZ,Exercise Treatment of Musculosk Low Back/LE using Prosthesis,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07L6YZ,Exercise Treatment of Musculosk Low Back/LE using Oth Equip,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07L6ZZ,Therapeutic Exercise Treatment of Musculosk Low Back/LE,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07L7ZZ,Manual Therapy Techniques Treatment of Musculosk Low Back/LE,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07M0EZ,ROM & Jt Mobility Trmt Musculosk Whole w Orthosis,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07M0FZ,ROM & Jt Mobility Trmt Musculosk Whole w Assist Equip,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07M0UZ,ROM & Jt Mobility Trmt Musculosk Whole w Prosthesis,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07M0YZ,ROM & Jt Mobility Trmt Musculosk Whole w Oth Equip,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07M0ZZ,ROM & Jt Mobility Treatment of Musculosk Whole,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07M1EZ,Muscle Perform Treatment of Musculosk Whole using Orthosis,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07M1FZ,Muscle Perform Trmt Musculosk Whole w Assist Equip,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07M1UZ,Muscle Perform Treatment of Musculosk Whole using Prosthesis,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07M1YZ,Muscle Perform Treatment of Musculosk Whole using Oth Equip,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07M1ZZ,Muscle Performance Treatment of Musculosk Whole,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07M2EZ,Coord/Dexterity Treatment of Musculosk Whole using Orthosis,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07M2FZ,Coord/Dexterity Trmt Musculosk Whole w Assist Equip,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07M2UZ,Coord/Dexterity Trmt Musculosk Whole w Prosthesis,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07M2YZ,Coord/Dexterity Treatment of Musculosk Whole using Oth Equip,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07M2ZZ,Coordination/Dexterity Treatment of Musculosk Whole,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07M3EZ,Motor Function Treatment of Musculosk Whole using Orthosis,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07M3FZ,Motor Functn Trmt Musculosk Whole w Assist Equip,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07M3UZ,Motor Function Treatment of Musculosk Whole using Prosthesis,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07M3YZ,Motor Function Treatment of Musculosk Whole using Oth Equip,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07M3ZZ,Motor Function Treatment of Musculosk Whole,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07M6BZ,Exercise Treatment of Musculosk Whole using Physical Agent,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07M6CZ,Exercise Treatment of Musculosk Whole using Mech Equipment,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07M6DZ,Exercise Trmt Musculosk Whole w Electrotherap Equip,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07M6EZ,Exercise Treatment of Musculosk Whole using Orthosis,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07M6FZ,Exercise Treatment of Musculosk Whole using Assist Equipment,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07M6GZ,Exercise Trmt Musculosk Whole w Aerobic Equip,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07M6HZ,Exercise Trmt Musculosk Whole w Mech/Electromech Equip,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07M6UZ,Exercise Treatment of Musculosk Whole using Prosthesis,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07M6YZ,Exercise Treatment of Musculosk Whole using Oth Equip,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07M6ZZ,Therapeutic Exercise Treatment of Musculosk Whole,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07M7ZZ,Manual Therapy Techniques Treatment of Musculosk Whole,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07N1EZ,Muscle Performance Treatment of GU Sys using Orthosis,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07N1FZ,Muscle Perform Treatment of GU Sys using Assist Equipment,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07N1UZ,Muscle Performance Treatment of GU Sys using Prosthesis,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07N1YZ,Muscle Performance Treatment of GU Sys using Oth Equip,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07N1ZZ,Muscle Performance Treatment of Genitourinary System,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07N6BZ,Exercise Treatment of GU Sys using Physical Agent,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07N6CZ,Exercise Treatment of GU Sys using Mech Equipment,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07N6DZ,Exercise Treatment of GU Sys using Electrotherap Equipment,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07N6EZ,Therapeutic Exercise Treatment of GU Sys using Orthosis,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07N6FZ,Exercise Treatment of GU Sys using Assist Equipment,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07N6GZ,Exercise Treatment of GU Sys using Aerobic Equipment,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07N6HZ,Exercise Trmt GU Sys w Mech/Electromech Equip,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07N6UZ,Therapeutic Exercise Treatment of GU Sys using Prosthesis,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07N6YZ,Therapeutic Exercise Treatment of GU Sys using Oth Equip,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07N6ZZ,Therapeutic Exercise Treatment of Genitourinary System,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07Z4DZ,Wheelchair Mobility Treatment using Electrotherap Equipment,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07Z4EZ,Wheelchair Mobility Treatment using Orthosis,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07Z4FZ,Wheelchair Mobility Treatment using Assist Equipment,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07Z4UZ,Wheelchair Mobility Treatment using Prosthesis,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07Z4YZ,Wheelchair Mobility Treatment using Other Equipment,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07Z4ZZ,Wheelchair Mobility Treatment,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07Z5CZ,Bed Mobility Treatment using Mechanical Equipment,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07Z5EZ,Bed Mobility Treatment using Orthosis,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07Z5FZ,Bed Mobility Treatment using Assist Equipment,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07Z5UZ,Bed Mobility Treatment using Prosthesis,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07Z5YZ,Bed Mobility Treatment using Other Equipment,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07Z5ZZ,Bed Mobility Treatment,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07Z8CZ,Transfer Training Treatment using Mechanical Equipment,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07Z8DZ,Transfer Training Treatment using Electrotherap Equipment,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07Z8EZ,Transfer Training Treatment using Orthosis,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07Z8FZ,Transfer Training Treatment using Assist Equipment,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07Z8UZ,Transfer Training Treatment using Prosthesis,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07Z8YZ,Transfer Training Treatment using Other Equipment,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
